"","GEO.NAME","ALT.GEO.CODE","VIS.MIN15","VIS.MIN15.ID","V1","V2","share.tech","prop.tech","non.tech.pay","non.vismin.tech.pay","pay.gap","color"
"189","Belleville","35522","Southeast Asian",9,10,0,0.680272108843537,5.88235294117647,0,53839.3816793894,53839.3816793894,"1"
"190","Belleville","35522","West Asian",10,0,NA,0,0,NA,53839.3816793894,NA,"1"
"191","Belleville","35522","Korean",11,0,NA,0,0,NA,53839.3816793894,NA,"1"
"192","Belleville","35522","Japanese",12,0,NA,0,0,NA,53839.3816793894,NA,"1"
"193","Belleville","35522","Visible minority, n.i.e.",13,0,NA,0,0,NA,53839.3816793894,NA,"1"
"194","Belleville","35522","Multiple visible minorities",14,0,NA,0,0,NA,53839.3816793894,NA,"1"
"195","Belleville","35522","Not a visible minority",15,1310,53839.3816793894,89.1156462585034,2.66422615415904,38298.4825532804,53839.3816793894,0,"1"
"196","Peterborough","35529","Total - Visible minority",1,2080,59825.5,100,3.45199568500539,40510.1427589171,57315.0026109661,-2510.4973890339,"1"
"197","Peterborough","35529","Total visible minority population",2,160,17889.5625,7.69230769230769,6.11854684512428,13861.2688391039,57315.0026109661,39425.4401109661,"1"
"198","Peterborough","35529","South Asian",3,35,0,1.68269230769231,4.16666666666667,6749.42857142852,57315.0026109661,57315.0026109661,"1"
"199","Peterborough","35529","Chinese",4,40,0,1.92307692307692,8.79120879120879,0,57315.0026109661,57315.0026109661,"1"
"200","Peterborough","35529","Black",5,0,NA,0,0,NA,57315.0026109661,NA,"1"
"201","Peterborough","35529","Filipino",6,30,0,1.44230769230769,9.83606557377049,3367.19999999995,57315.0026109661,57315.0026109661,"1"
"202","Peterborough","35529","Latin American",7,0,NA,0,0,NA,57315.0026109661,NA,"1"
"203","Peterborough","35529","Arab",8,10,0,0.480769230769231,11.1111111111111,0,57315.0026109661,57315.0026109661,"1"
"204","Peterborough","35529","Southeast Asian",9,0,NA,0,0,NA,57315.0026109661,NA,"1"
"205","Peterborough","35529","West Asian",10,0,NA,0,0,NA,57315.0026109661,NA,"1"
"206","Peterborough","35529","Korean",11,0,NA,0,0,NA,57315.0026109661,NA,"1"
"207","Peterborough","35529","Japanese",12,0,NA,0,0,NA,57315.0026109661,NA,"1"
"208","Peterborough","35529","Visible minority, n.i.e.",13,0,NA,0,0,NA,57315.0026109661,NA,"1"
"209","Peterborough","35529","Multiple visible minorities",14,0,NA,0,0,NA,57315.0026109661,NA,"1"
"210","Peterborough","35529","Not a visible minority",15,1915,57315.0026109661,92.0673076923077,3.32465277777778,40733.7350273862,57315.0026109661,0,"1"
"211","Oshawa","35532","Total - Visible minority",1,9820,81116.7902240326,100,4.91110499862469,50031.1546795699,83276.051608579,2159.26138454641,"1"
"212","Oshawa","35532","Total visible minority population",2,2335,71795.3190578158,23.7780040733198,7.48637383776852,37570.6198232542,83276.051608579,11480.7325507632,"1"
"213","Oshawa","35532","South Asian",3,790,59392.8101265823,8.04480651731161,10.0958466453674,24271.5238095238,83276.051608579,23883.2414819967,"1"
"214","Oshawa","35532","Chinese",4,325,50143.1692307692,3.30957230142566,11.6279069767442,16533.4129554656,83276.051608579,33132.8823778098,"1"
"215","Oshawa","35532","Black",5,440,44070.5,4.4806517311609,4.3956043956044,31054.6034482758,83276.051608579,39205.551608579,"1"
"216","Oshawa","35532","Filipino",6,190,44208.5789473684,1.93482688391039,6.79785330948122,18693.3723608445,83276.051608579,39067.4726612106,"1"
"217","Oshawa","35532","Latin American",7,165,15295.0303030303,1.68024439918534,8.82352941176471,8578.08504398831,83276.051608579,67981.0213055487,"1"
"218","Oshawa","35532","Arab",8,150,12447.4,1.52749490835031,15,4194.42352941178,83276.051608579,70828.651608579,"1"
"219","Oshawa","35532","Southeast Asian",9,20,0,0.203665987780041,3.10077519379845,2874.75199999998,83276.051608579,83276.051608579,"1"
"220","Oshawa","35532","West Asian",10,60,0,0.610997963340122,6.9364161849711,3616.98136645963,83276.051608579,83276.051608579,"1"
"221","Oshawa","35532","Korean",11,30,0,0.305498981670061,8.57142857142857,5712.28125,83276.051608579,83276.051608579,"1"
"222","Oshawa","35532","Japanese",12,30,0,0.305498981670061,7.40740740740741,0,83276.051608579,83276.051608579,"1"
"223","Oshawa","35532","Visible minority, n.i.e.",13,95,0,0.967413441955194,6.35451505016722,7106.40357142861,83276.051608579,83276.051608579,"1"
"224","Oshawa","35532","Multiple visible minorities",14,75,0,0.763747454175153,5.35714285714286,4316.7132075472,83276.051608579,83276.051608579,"1"
"225","Oshawa","35532","Not a visible minority",15,7460,83276.051608579,75.9674134419552,4.41916948048101,51358.2726061358,83276.051608579,0,"1"
"226","Toronto","35535","Total - Visible minority",1,233690,75649.9330372502,100,7.48434289813716,45844.1935347997,87573.583796161,11923.6507589108,"1"
"227","Toronto","35535","Total visible minority population",2,131045,72509.8357370969,56.0764260344901,8.72229044571573,40076.8319782407,87573.583796161,15063.748059064,"1"
"228","Toronto","35535","South Asian",3,48590,69621.0714138712,20.792502888442,10.2392818383926,40064.1744315714,87573.583796161,17952.5123822898,"1"
"229","Toronto","35535","Chinese",4,42010,78571.566055701,17.9768068809106,13.5996503779479,44715.5252627438,87573.583796161,9002.01774045997,"1"
"230","Toronto","35535","Black",5,8555,63379.9082407949,3.66083272711712,3.96037312223688,37431.821098043,87573.583796161,24193.6755553661,"1"
"231","Toronto","35535","Filipino",6,6465,67591.2273781903,2.7664855149985,4.13244271149605,36708.0482064275,87573.583796161,19982.3564179707,"1"
"232","Toronto","35535","Latin American",7,4180,71266.8983253589,1.78869442423724,5.48520438291451,36095.5982644915,87573.583796161,16306.6854708021,"1"
"233","Toronto","35535","Arab",8,4300,68986.6162790698,1.84004450340194,10.1188375102953,37470.1979316664,87573.583796161,18586.9675170912,"1"
"234","Toronto","35535","Southeast Asian",9,2645,69202.1247637051,1.13184132825538,6.20091431250733,34309.6567108223,87573.583796161,18371.4590324559,"1"
"235","Toronto","35535","West Asian",10,5730,63341.760034904,2.45196628011468,10.2020831478679,32302.8601169823,87573.583796161,24231.823761257,"1"
"236","Toronto","35535","Korean",11,2600,65622.5788461538,1.11258504856862,7.7128448531593,37359.0061073609,87573.583796161,21951.0049500071,"1"
"237","Toronto","35535","Japanese",12,765,58351.137254902,0.327356754674997,7.44163424124514,42874.4608512875,87573.583796161,29222.446541259,"1"
"238","Toronto","35535","Visible minority, n.i.e.",13,2220,67360.795045045,0.94997646454705,5.19845451352301,37600.2803507472,87573.583796161,20212.7887511159,"1"
"239","Toronto","35535","Multiple visible minorities",14,2915,72623.6706689537,1.24737900637597,6.9537213740458,37582.2727855403,87573.583796161,14949.9131272073,"1"
"240","Toronto","35535","Not a visible minority",15,102630,87573.583796161,43.9171552056143,6.3356544929254,57775.3406225983,87573.583796161,0,"1"
"241","Hamilton","35537","Total - Visible minority",1,18070,78425.2125069175,100,4.62580157947957,50131.9503710761,80412.7950907149,1987.5825837974,"1"
"242","Hamilton","35537","Total visible minority population",2,4000,69595.4275,22.1361372440509,6.50300764103398,36278.9667014432,80412.7950907149,10817.3675907149,"1"
"243","Hamilton","35537","South Asian",3,1375,66541.3963636364,7.6092971776425,9.01343821697804,31628.8948126801,80412.7950907149,13871.3987270786,"1"
"244","Hamilton","35537","Chinese",4,830,60308.6626506024,4.59324847814056,12.5567322239032,25361.7560553633,80412.7950907149,20104.1324401125,"1"
"245","Hamilton","35537","Black",5,365,24075.397260274,2.01992252351965,3.46299810246679,25536.9857493858,80412.7950907149,56337.397830441,"1"
"246","Hamilton","35537","Filipino",6,235,21181.7021276596,1.30049806308799,3.54182366239638,25454.6046875,80412.7950907149,59231.0929630554,"1"
"247","Hamilton","35537","Latin American",7,230,27252.652173913,1.27282789153293,3.6078431372549,18512.4971521562,80412.7950907149,53160.1429168019,"1"
"248","Hamilton","35537","Arab",8,285,43812.0877192982,1.57719977863863,7.5,16010.6642958748,80412.7950907149,36600.7073714167,"1"
"249","Hamilton","35537","Southeast Asian",9,170,8287.05882352941,0.940785832872164,4.42708333333333,14459.0572207085,80412.7950907149,72125.7362671855,"1"
"250","Hamilton","35537","West Asian",10,170,16441.9705882353,0.940785832872164,6.43939393939394,12282.0728744939,80412.7950907149,63970.8245024796,"1"
"251","Hamilton","35537","Korean",11,105,0,0.581073602656336,7.04697986577181,10524.844765343,80412.7950907149,80412.7950907149,"1"
"252","Hamilton","35537","Japanese",12,30,0,0.166021029330382,3.8961038961039,5402.51351351349,80412.7950907149,80412.7950907149,"1"
"253","Hamilton","35537","Visible minority, n.i.e.",13,40,0,0.221361372440509,2.61437908496732,8468.09731543623,80412.7950907149,80412.7950907149,"1"
"254","Hamilton","35537","Multiple visible minorities",14,110,0,0.6087437742114,5.64102564102564,7131.01630434778,80412.7950907149,80412.7950907149,"1"
"255","Hamilton","35537","Not a visible minority",15,14055,80412.7950907149,77.7808522412839,4.27203647416413,52366.4731302292,80412.7950907149,0,"1"
"256","St. Catharines - Niagara","35539","Total - Visible minority",1,5865,66588.7774936061,100,2.88263049248009,40602.8652546876,67330.7094339624,741.931940356226,"1"
"257","St. Catharines - Niagara","35539","Total visible minority population",2,610,34421.1557377049,10.4006820119352,3.52601156069364,23863.7240862792,67330.7094339624,32909.5536962574,"1"
"258","St. Catharines - Niagara","35539","South Asian",3,170,16998.0588235294,2.89855072463768,5.71428571428571,12933.6809269162,67330.7094339624,50332.6506104329,"1"
"259","St. Catharines - Niagara","35539","Chinese",4,75,0,1.27877237851662,3.125,18219.8946236559,67330.7094339624,67330.7094339624,"1"
"260","St. Catharines - Niagara","35539","Black",5,85,25067.2941176471,1.44927536231884,2.77777777777778,12622.4487394958,67330.7094339624,42263.4153163153,"1"
"261","St. Catharines - Niagara","35539","Filipino",6,20,0,0.341005967604433,0.925925925925926,19168.2990654205,67330.7094339624,67330.7094339624,"1"
"262","St. Catharines - Niagara","35539","Latin American",7,60,0,1.0230179028133,2.47422680412371,10899.6765327696,67330.7094339624,67330.7094339624,"1"
"263","St. Catharines - Niagara","35539","Arab",8,30,0,0.51150895140665,3.75,4870.25324675324,67330.7094339624,67330.7094339624,"1"
"264","St. Catharines - Niagara","35539","Southeast Asian",9,20,0,0.341005967604433,1.95121951219512,8613.27860696521,67330.7094339624,67330.7094339624,"1"
"265","St. Catharines - Niagara","35539","West Asian",10,0,NA,0,0,NA,67330.7094339624,NA,"1"
"266","St. Catharines - Niagara","35539","Korean",11,20,0,0.341005967604433,3.6697247706422,6415.62857142859,67330.7094339624,67330.7094339624,"1"
"267","St. Catharines - Niagara","35539","Japanese",12,10,0,0.170502983802217,2.8169014084507,0,67330.7094339624,67330.7094339624,"1"
"268","St. Catharines - Niagara","35539","Visible minority, n.i.e.",13,20,0,0.341005967604433,8.33333333333333,0,67330.7094339624,67330.7094339624,"1"
"269","St. Catharines - Niagara","35539","Multiple visible minorities",14,40,0,0.682011935208866,5.22875816993464,1099.0068965517,67330.7094339624,67330.7094339624,"1"
"270","St. Catharines - Niagara","35539","Not a visible minority",15,5300,67330.7094339624,90.3665814151748,2.84831385194142,41534.1292767252,67330.7094339624,0,"1"
"271","Kitchener - Cambridge - Waterloo","35541","Total - Visible minority",1,20180,81387.7289395441,100,6.99564938554071,46436.3190450454,85778.8071917808,4391.07825223666,"1"
"272","Kitchener - Cambridge - Waterloo","35541","Total visible minority population",2,5580,68274.3001792115,27.6511397423191,11.8446189768627,32858.1219600289,85778.8071917808,17504.5070125693,"1"
"273","Kitchener - Cambridge - Waterloo","35541","South Asian",3,1925,69244.9220779221,9.53914767096135,15.0862068965517,27200.6211352099,85778.8071917808,16533.8851138587,"1"
"274","Kitchener - Cambridge - Waterloo","35541","Chinese",4,1810,65040.3867403315,8.96927651139742,26.0619150467963,20922.4926971763,85778.8071917808,20738.4204514493,"1"
"275","Kitchener - Cambridge - Waterloo","35541","Black",5,305,23674.7213114754,1.51139742319128,4.46559297218155,20857.6367816092,85778.8071917808,62104.0858803054,"1"
"276","Kitchener - Cambridge - Waterloo","35541","Filipino",6,170,16950.0882352941,0.842418235877106,7.64044943820225,15078.3795620438,85778.8071917808,68828.7189564866,"1"
"277","Kitchener - Cambridge - Waterloo","35541","Latin American",7,320,25703.90625,1.58572844400396,5.76057605760576,18249.2874880611,85778.8071917808,60074.9009417808,"1"
"278","Kitchener - Cambridge - Waterloo","35541","Arab",8,290,43709.275862069,1.43706640237859,13.0337078651685,8249.85529715766,85778.8071917808,42069.5313297118,"1"
"279","Kitchener - Cambridge - Waterloo","35541","Southeast Asian",9,195,28571.7692307692,0.966303270564916,4.67625899280576,20400.3610062893,85778.8071917808,57207.0379610115,"1"
"280","Kitchener - Cambridge - Waterloo","35541","West Asian",10,215,30115.511627907,1.06541129831516,11.5281501340483,11991.7333333333,85778.8071917808,55663.2955638738,"1"
"281","Kitchener - Cambridge - Waterloo","35541","Korean",11,140,0,0.693756194251734,13.4615384615385,6431.2111111111,85778.8071917808,85778.8071917808,"1"
"282","Kitchener - Cambridge - Waterloo","35541","Japanese",12,30,0,0.148662041625372,7.89473684210526,3837.5,85778.8071917808,85778.8071917808,"1"
"283","Kitchener - Cambridge - Waterloo","35541","Visible minority, n.i.e.",13,75,0,0.371655104063429,4.0983606557377,9201.07977207983,85778.8071917808,85778.8071917808,"1"
"284","Kitchener - Cambridge - Waterloo","35541","Multiple visible minorities",14,155,12825.0322580645,0.76808721506442,11.6981132075472,5679.98717948713,85778.8071917808,72953.7749337163,"1"
"285","Kitchener - Cambridge - Waterloo","35541","Not a visible minority",15,14600,85778.8071917808,72.3488602576809,6.0528170473861,48395.1116234941,85778.8071917808,0,"1"
"286","Brantford","35543","Total - Visible minority",1,1905,65553.1391076116,100,2.73569325770087,42079.8450465082,64568.6081871346,-984.530920476944,"1"
"287","Brantford","35543","Total visible minority population",2,185,11358.9189189189,9.71128608923885,3.77936670071502,17522.5106157112,64568.6081871346,53209.6892682157,"1"
"288","Brantford","35543","South Asian",3,65,0,3.41207349081365,4.36241610738255,12586.2105263158,64568.6081871346,64568.6081871346,"1"
"289","Brantford","35543","Chinese",4,20,0,1.0498687664042,5.55555555555556,8456.67647058819,64568.6081871346,64568.6081871346,"1"
"290","Brantford","35543","Black",5,30,0,1.5748031496063,2.98507462686567,3667.18974358973,64568.6081871346,64568.6081871346,"1"
"291","Brantford","35543","Filipino",6,20,0,1.0498687664042,4.08163265306122,8424.03191489365,64568.6081871346,64568.6081871346,"1"
"292","Brantford","35543","Latin American",7,20,0,1.0498687664042,6.45161290322581,0,64568.6081871346,64568.6081871346,"1"
"293","Brantford","35543","Arab",8,0,NA,0,0,NA,64568.6081871346,NA,"1"
"294","Brantford","35543","Southeast Asian",9,0,NA,0,0,NA,64568.6081871346,NA,"1"
"295","Brantford","35543","West Asian",10,0,NA,0,0,NA,64568.6081871346,NA,"1"
"296","Brantford","35543","Korean",11,0,NA,0,0,NA,64568.6081871346,NA,"1"
"297","Brantford","35543","Japanese",12,0,NA,0,0,NA,64568.6081871346,NA,"1"
"298","Brantford","35543","Visible minority, n.i.e.",13,0,NA,0,0,NA,64568.6081871346,NA,"1"
"299","Brantford","35543","Multiple visible minorities",14,0,NA,0,0,NA,64568.6081871346,NA,"1"
"300","Brantford","35543","Not a visible minority",15,1710,64568.6081871346,89.7637795275591,2.64439805149617,42460.4565165595,64568.6081871346,0,"1"
"301","Guelph","35550","Total - Visible minority",1,3870,75166.7519379845,100,4.45955289237151,48307.889639368,75495.6666666667,328.914728682255,"1"
"302","Guelph","35550","Total visible minority population",2,730,55539.2534246575,18.8630490956072,5.50320392009046,31507.3570003989,75495.6666666667,19956.4132420092,"1"
"303","Guelph","35550","South Asian",3,245,47002.5102040816,6.33074935400517,7.22713864306785,17635.4976152623,75495.6666666667,28493.1564625851,"1"
"304","Guelph","35550","Chinese",4,250,40075.62,6.45994832041344,12.2249388753056,19095.6406685237,75495.6666666667,35420.0466666667,"1"
"305","Guelph","35550","Black",5,30,0,0.775193798449612,2.04778156996587,8966.36933797912,75495.6666666667,75495.6666666667,"1"
"306","Guelph","35550","Filipino",6,85,16938.2352941176,2.19638242894057,4.65753424657534,21851.9942528736,75495.6666666667,58557.4313725491,"1"
"307","Guelph","35550","Latin American",7,65,0,1.67958656330749,7.38636363636364,1501.69325153378,75495.6666666667,75495.6666666667,"1"
"308","Guelph","35550","Arab",8,30,0,0.775193798449612,8.21917808219178,0,75495.6666666667,75495.6666666667,"1"
"309","Guelph","35550","Southeast Asian",9,30,0,0.775193798449612,2.26415094339623,23112.9382239382,75495.6666666667,75495.6666666667,"1"
"310","Guelph","35550","West Asian",10,20,0,0.516795865633075,2.4390243902439,9136.19999999995,75495.6666666667,75495.6666666667,"1"
"311","Guelph","35550","Korean",11,0,NA,0,0,NA,75495.6666666667,NA,"1"
"312","Guelph","35550","Japanese",12,0,NA,0,0,NA,75495.6666666667,NA,"1"
"313","Guelph","35550","Visible minority, n.i.e.",13,0,NA,0,0,NA,75495.6666666667,NA,"1"
"314","Guelph","35550","Multiple visible minorities",14,30,0,0.775193798449612,4.65116279069767,10571.6097560975,75495.6666666667,75495.6666666667,"1"
"315","Guelph","35550","Not a visible minority",15,3150,75495.6666666667,81.3953488372093,4.28047289033836,49509.9467632028,75495.6666666667,0,"1"
"316","London","35555","Total - Visible minority",1,10995,68631.5848112778,100,4.31294865257129,44244.6600118884,71492.8725761774,2861.28776489951,"1"
"317","London","35555","Total visible minority population",2,1990,52065.8065326633,18.0991359708959,5.9182156133829,31779.3421842896,71492.8725761774,19427.066043514,"1"
"318","London","35555","South Asian",3,425,36185.8117647059,3.86539336061846,7.98872180451128,27284.4136874361,71492.8725761774,35307.0608114715,"1"
"319","London","35555","Chinese",4,420,47516.619047619,3.81991814461119,9.9290780141844,20995.3779527559,71492.8725761774,23976.2535285583,"1"
"320","London","35555","Black",5,195,16325,1.77353342428377,3.8160469667319,17642.4425228891,71492.8725761774,55167.8725761774,"1"
"321","London","35555","Filipino",6,35,0,0.318326512050932,1.67464114832536,18177.0754257907,71492.8725761774,71492.8725761774,"1"
"322","London","35555","Latin American",7,195,0,1.77353342428377,3.87288977159881,17944.9400826446,71492.8725761774,71492.8725761774,"1"
"323","London","35555","Arab",8,370,27205.4864864865,3.36516598453843,8.52534562211981,16912.8110831234,71492.8725761774,44287.3860896909,"1"
"324","London","35555","Southeast Asian",9,70,0,0.636653024101865,2.73972602739726,17616.0181086519,71492.8725761774,71492.8725761774,"1"
"325","London","35555","West Asian",10,120,0,1.09140518417462,8.13559322033898,7734.40221402212,71492.8725761774,71492.8725761774,"1"
"326","London","35555","Korean",11,80,0,0.727603456116417,6.08365019011407,6181.55060728744,71492.8725761774,71492.8725761774,"1"
"327","London","35555","Japanese",12,0,NA,0,0,NA,71492.8725761774,NA,"1"
"328","London","35555","Visible minority, n.i.e.",13,10,0,0.0909504320145521,1.51515151515152,2585.11538461538,71492.8725761774,71492.8725761774,"1"
"329","London","35555","Multiple visible minorities",14,30,0,0.272851296043656,3.15789473684211,2112.33695652173,71492.8725761774,71492.8725761774,"1"
"330","London","35555","Not a visible minority",15,9025,71492.8725761774,82.0827648931332,4.07651655449659,45561.3647022814,71492.8725761774,0,"1"
"331","Windsor","35559","Total - Visible minority",1,7065,88750.1054493984,100,4.45151534244849,45186.6387286095,93774.1237322516,5024.01828285314,"1"
"332","Windsor","35559","Total visible minority population",2,2140,74027.5373831776,30.2901627742392,8.31713952584532,30853.625476897,93774.1237322516,19746.586349074,"1"
"333","Windsor","35559","South Asian",3,790,65169.5316455696,11.1818825194621,15.6746031746032,21730.3694117647,93774.1237322516,28604.592086682,"1"
"334","Windsor","35559","Chinese",4,485,57454.1030927835,6.86482661004954,13.7199434229137,19546.3655737705,93774.1237322516,36320.0206394681,"1"
"335","Windsor","35559","Black",5,165,0,2.33545647558386,3.74149659863946,16605.1849234393,93774.1237322516,93774.1237322516,"1"
"336","Windsor","35559","Filipino",6,110,25531.9090909091,1.55697098372258,5.58375634517767,16247.9139784946,93774.1237322516,68242.2146413425,"1"
"337","Windsor","35559","Latin American",7,80,0,1.13234253361642,4.76190476190476,8801.59687500005,93774.1237322516,93774.1237322516,"1"
"338","Windsor","35559","Arab",8,280,36321.9464285714,3.96319886765747,5.17082179132041,16936.8383641675,93774.1237322516,57452.1773036802,"1"
"339","Windsor","35559","Southeast Asian",9,70,40177,0.990799716914367,4.3613707165109,16821.5016286646,93774.1237322516,53597.1237322516,"1"
"340","Windsor","35559","West Asian",10,40,0,0.56617126680821,6.45161290322581,3038.10344827583,93774.1237322516,93774.1237322516,"1"
"341","Windsor","35559","Korean",11,30,155315,0.424628450106157,19.3548387096774,0,93774.1237322516,-61540.8762677484,"1"
"342","Windsor","35559","Japanese",12,10,0,0.141542816702052,12.5,0,93774.1237322516,93774.1237322516,"1"
"343","Windsor","35559","Visible minority, n.i.e.",13,30,0,0.424628450106157,5.17241379310345,3983.0636363636,93774.1237322516,93774.1237322516,"1"
"344","Windsor","35559","Multiple visible minorities",14,30,0,0.424628450106157,4.34782608695652,5232.19696969702,93774.1237322516,93774.1237322516,"1"
"345","Windsor","35559","Not a visible minority",15,4930,93774.1237322516,69.7806086341118,3.70983520204681,46747.4208737105,93774.1237322516,0,"1"
"346","Barrie","35568","Total - Visible minority",1,3910,69819.8465473146,100,3.58386801099908,45377.6616123206,68968.8669527897,-850.979594524862,"1"
"347","Barrie","35568","Total visible minority population",2,400,37489.2,10.230179028133,4.69208211143695,25039.8196923077,68968.8669527897,31479.6669527897,"1"
"348","Barrie","35568","South Asian",3,150,15145.2,3.83631713554987,8.98203592814371,7207.90789473685,68968.8669527897,53823.6669527897,"1"
"349","Barrie","35568","Chinese",4,75,0,1.91815856777494,7.42574257425743,5585.80213903741,68968.8669527897,68968.8669527897,"1"
"350","Barrie","35568","Black",5,50,0,1.27877237851662,2.48756218905473,11376.0790816327,68968.8669527897,68968.8669527897,"1"
"351","Barrie","35568","Filipino",6,10,0,0.255754475703325,1.26582278481013,13308.2371794871,68968.8669527897,68968.8669527897,"1"
"352","Barrie","35568","Latin American",7,50,0,1.27877237851662,4.8780487804878,6243.15897435893,68968.8669527897,68968.8669527897,"1"
"353","Barrie","35568","Arab",8,40,0,1.0230179028133,16.3265306122449,0,68968.8669527897,68968.8669527897,"1"
"354","Barrie","35568","Southeast Asian",9,10,0,0.255754475703325,2.38095238095238,3190.82926829264,68968.8669527897,68968.8669527897,"1"
"355","Barrie","35568","West Asian",10,10,0,0.255754475703325,5.55555555555556,0,68968.8669527897,68968.8669527897,"1"
"356","Barrie","35568","Korean",11,0,NA,0,0,NA,68968.8669527897,NA,"1"
"357","Barrie","35568","Japanese",12,10,0,0.255754475703325,7.40740740740741,0,68968.8669527897,68968.8669527897,"1"
"358","Barrie","35568","Visible minority, n.i.e.",13,0,NA,0,0,NA,68968.8669527897,NA,"1"
"359","Barrie","35568","Multiple visible minorities",14,40,0,1.0230179028133,10.6666666666667,0,68968.8669527897,68968.8669527897,"1"
"360","Barrie","35568","Not a visible minority",15,3495,68968.8669527897,89.386189258312,3.47467316200229,45881.4008651767,68968.8669527897,0,"1"
"361","Greater Sudbury","35580","Total - Visible minority",1,2560,75262.966796875,100,2.99485259709874,48779.6761336229,73612.098253275,-1650.86854359997,"1"
